major_special_id,major_code,major_name,school_tier,school_tier_name,sample_school_id,sample_school_name,sample_school_rank,sample_school_province,offer_count_in_tier,evaluation_label,directions,confidence,tier_interpretation,sample_basis
145,080102,工程力学,1,头部/强研究型高校,10011,上海交通大学,3,上海,16,否,,low,头部/强研究型高校中有开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,远程 edu_school_major + 三层院校表
145,080102,工程力学,1,头部/强研究型高校,10033,同济大学,12,上海,16,否,,low,头部/强研究型高校中有开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,远程 edu_school_major + 三层院校表
145,080102,工程力学,1,头部/强研究型高校,10029,东南大学,14,江苏,16,否,,low,头部/强研究型高校中有开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,远程 edu_school_major + 三层院校表
145,080102,工程力学,1,头部/强研究型高校,10025,西安交通大学,15,陕西,16,否,,low,头部/强研究型高校中有开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,远程 edu_school_major + 三层院校表
145,080102,工程力学,1,头部/强研究型高校,10013,华中科技大学,20,湖北,16,否,,low,头部/强研究型高校中有开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,远程 edu_school_major + 三层院校表
145,080102,工程力学,2,区域重点/特色优势高校,10251,石家庄铁道大学,203,河北,5,否,,low,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,远程 edu_school_major + 三层院校表
145,080102,工程力学,2,区域重点/特色优势高校,10337,西南科技大学,313,四川,5,否,,low,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,远程 edu_school_major + 三层院校表
145,080102,工程力学,2,区域重点/特色优势高校,10446,华北水利水电大学,326,河南,5,否,,low,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,远程 edu_school_major + 三层院校表
145,080102,工程力学,2,区域重点/特色优势高校,10250,辽宁工程技术大学,404,辽宁,5,否,,low,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,远程 edu_school_major + 三层院校表
145,080102,工程力学,2,区域重点/特色优势高校,10421,太原科技大学,511,山西,5,否,,low,区域重点/特色优势高校中有开设样本；当前更像传统专业供给，需结合具体学校特色复核。,远程 edu_school_major + 三层院校表
145,080102,工程力学,3,普通应用/职业供给高校,,,,,0,否,,low,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,该层级未找到开设样本，按专业属性估算
080201,080201,机械工程,1,头部/强研究型高校,10003,清华大学,1,北京,20,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,1,头部/强研究型高校,10049,北京理工大学,11,北京,20,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,1,头部/强研究型高校,10069,北京邮电大学,23,北京,20,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,1,头部/强研究型高校,10048,华南理工大学,30,广东,20,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,1,头部/强研究型高校,10074,南京航空航天大学,32,江苏,20,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,2,区域重点/特色优势高校,10139,武汉科技大学,138,湖北,26,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,2,区域重点/特色优势高校,10241,青岛大学,148,山东,26,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,2,区域重点/特色优势高校,10338,大连交通大学,187,辽宁,26,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,2,区域重点/特色优势高校,10197,华侨大学,216,福建,26,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,2,区域重点/特色优势高校,10269,青岛科技大学,224,山东,26,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,3,普通应用/职业供给高校,11244,广州城市理工学院,915,广东,5,相关,advanced_manufacturing,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,3,普通应用/职业供给高校,10945,南京工业大学浦江学院,999,江苏,5,相关,advanced_manufacturing,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,3,普通应用/职业供给高校,11090,宁夏大学新华学院,1120,宁夏,5,相关,advanced_manufacturing,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,3,普通应用/职业供给高校,11173,柳州工学院,1193,广西,5,相关,advanced_manufacturing,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080201,080201,机械工程,3,普通应用/职业供给高校,11118,江西科技学院,1245,江西,5,相关,advanced_manufacturing,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,1,头部/强研究型高校,10026,哈尔滨工业大学,10,黑龙江,39,相关,advanced_manufacturing;artificial_intelligence,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,1,头部/强研究型高校,10033,同济大学,12,上海,39,相关,advanced_manufacturing;artificial_intelligence,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,1,头部/强研究型高校,10053,电子科技大学,18,四川,39,相关,advanced_manufacturing;artificial_intelligence,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,1,头部/强研究型高校,10040,西北工业大学,19,陕西,39,相关,advanced_manufacturing;artificial_intelligence,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,1,头部/强研究型高校,10013,华中科技大学,20,湖北,39,相关,advanced_manufacturing;artificial_intelligence,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,2,区域重点/特色优势高校,10109,上海理工大学,131,上海,110,相关,advanced_manufacturing;artificial_intelligence,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,2,区域重点/特色优势高校,10105,燕山大学,133,河北,110,相关,advanced_manufacturing;artificial_intelligence,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,2,区域重点/特色优势高校,10398,沈阳航空航天大学,152,辽宁,110,相关,advanced_manufacturing;artificial_intelligence,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,2,区域重点/特色优势高校,10212,西安理工大学,155,陕西,110,相关,advanced_manufacturing;artificial_intelligence,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,2,区域重点/特色优势高校,10182,广州大学,157,广东,110,相关,advanced_manufacturing;artificial_intelligence,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,3,普通应用/职业供给高校,10615,浙江水利水电学院,528,浙江,38,相关,advanced_manufacturing;artificial_intelligence,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,3,普通应用/职业供给高校,10670,洛阳理工学院,555,河南,38,相关,advanced_manufacturing;artificial_intelligence,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,3,普通应用/职业供给高校,11061,绍兴理工学院,570,浙江,38,相关,advanced_manufacturing;artificial_intelligence,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,3,普通应用/职业供给高校,10623,梧州学院,643,广西,38,相关,advanced_manufacturing;artificial_intelligence,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
147,080202,机械设计制造及其自动化,3,普通应用/职业供给高校,10718,南阳理工学院,678,河南,38,相关,advanced_manufacturing;artificial_intelligence,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;artificial_intelligence。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,1,头部/强研究型高校,10013,华中科技大学,20,湖北,15,相关,advanced_manufacturing;new_materials,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,1,头部/强研究型高校,10018,天津大学,22,天津,15,相关,advanced_manufacturing;new_materials,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,1,头部/强研究型高校,10046,大连理工大学,25,辽宁,15,相关,advanced_manufacturing;new_materials,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,1,头部/强研究型高校,10022,山东大学,33,山东,15,相关,advanced_manufacturing;new_materials,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,1,头部/强研究型高校,10043,东北大学,40,辽宁,15,相关,advanced_manufacturing;new_materials,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,2,区域重点/特色优势高校,10105,燕山大学,133,河北,33,相关,advanced_manufacturing;new_materials,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,2,区域重点/特色优势高校,10212,西安理工大学,155,陕西,33,相关,advanced_manufacturing;new_materials,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,2,区域重点/特色优势高校,10295,桂林电子科技大学,176,广西,33,相关,advanced_manufacturing;new_materials,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,2,区域重点/特色优势高校,10338,大连交通大学,187,辽宁,33,相关,advanced_manufacturing;new_materials,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,2,区域重点/特色优势高校,10324,南昌航空大学,197,江西,33,相关,advanced_manufacturing;new_materials,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,3,普通应用/职业供给高校,10670,洛阳理工学院,555,河南,4,相关,advanced_manufacturing;new_materials,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,3,普通应用/职业供给高校,10948,江苏大学京江学院,1072,江苏,4,相关,advanced_manufacturing;new_materials,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,3,普通应用/职业供给高校,11019,桂林信息科技学院,1132,广西,4,相关,advanced_manufacturing;new_materials,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
148,080203,材料成型及控制工程,3,普通应用/职业供给高校,11052,燕山大学里仁学院,,河北,4,相关,advanced_manufacturing;new_materials,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
149,080204,机械电子工程,1,头部/强研究型高校,10008,浙江大学,7,浙江,5,相关,artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon。,远程 edu_school_major + 三层院校表
149,080204,机械电子工程,1,头部/强研究型高校,10055,重庆大学,43,重庆,5,相关,artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon。,远程 edu_school_major + 三层院校表
149,080204,机械电子工程,1,头部/强研究型高校,10181,广西大学,106,广西,5,相关,artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon。,远程 edu_school_major + 三层院校表
149,080204,机械电子工程,1,头部/强研究型高校,10122,江苏大学,156,江苏,5,相关,artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon。,远程 edu_school_major + 三层院校表
149,080204,机械电子工程,1,头部/强研究型高校,10177,南京林业大学,166,江苏,5,相关,artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon。,远程 edu_school_major + 三层院校表
149,080204,机械电子工程,2,区域重点/特色优势高校,10200,浙江理工大学,168,浙江,10,相关,artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon。,远程 edu_school_major + 三层院校表
149,080204,机械电子工程,2,区域重点/特色优势高校,10295,桂林电子科技大学,176,广西,10,相关,artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon。,远程 edu_school_major + 三层院校表
149,080204,机械电子工程,2,区域重点/特色优势高校,10270,天津理工大学,236,天津,10,相关,artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon。,远程 edu_school_major + 三层院校表
149,080204,机械电子工程,2,区域重点/特色优势高校,10291,重庆交通大学,269,重庆,10,相关,artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon。,远程 edu_school_major + 三层院校表
149,080204,机械电子工程,2,区域重点/特色优势高校,10133,河南科技大学,314,河南,10,相关,artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon。,远程 edu_school_major + 三层院校表
149,080204,机械电子工程,3,普通应用/职业供给高校,,,,,0,相关,artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon,medium,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence;integrated_circuit;advanced_manufacturing;digital_economy;green_low_carbon。,该层级未找到开设样本，按专业属性估算
150,080205,工业设计,1,头部/强研究型高校,10008,浙江大学,7,浙江,11,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
150,080205,工业设计,1,头部/强研究型高校,10033,同济大学,12,上海,11,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
150,080205,工业设计,1,头部/强研究型高校,10025,西安交通大学,15,陕西,11,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
150,080205,工业设计,1,头部/强研究型高校,10040,西北工业大学,19,陕西,11,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
150,080205,工业设计,1,头部/强研究型高校,10074,南京航空航天大学,32,江苏,11,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
150,080205,工业设计,2,区域重点/特色优势高校,10505,深圳技术大学,118,广东,23,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
150,080205,工业设计,2,区域重点/特色优势高校,10398,沈阳航空航天大学,152,辽宁,23,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
150,080205,工业设计,2,区域重点/特色优势高校,10200,浙江理工大学,168,浙江,23,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
150,080205,工业设计,2,区域重点/特色优势高校,10198,山东科技大学,209,山东,23,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
150,080205,工业设计,2,区域重点/特色优势高校,10268,东莞理工学院,228,广东,23,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
150,080205,工业设计,3,普通应用/职业供给高校,,,,,0,相关,advanced_manufacturing,medium,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
151,080206,过程装备与控制工程,1,头部/强研究型高校,10008,浙江大学,7,浙江,13,是,advanced_manufacturing;commercial_space,high,头部/强研究型高校中有开设样本；更偏前沿科研、交叉学科和原创技术供给，方向为advanced_manufacturing;commercial_space。,远程 edu_school_major + 三层院校表
151,080206,过程装备与控制工程,1,头部/强研究型高校,10025,西安交通大学,15,陕西,13,是,advanced_manufacturing;commercial_space,high,头部/强研究型高校中有开设样本；更偏前沿科研、交叉学科和原创技术供给，方向为advanced_manufacturing;commercial_space。,远程 edu_school_major + 三层院校表
151,080206,过程装备与控制工程,1,头部/强研究型高校,10046,大连理工大学,25,辽宁,13,是,advanced_manufacturing;commercial_space,high,头部/强研究型高校中有开设样本；更偏前沿科研、交叉学科和原创技术供给，方向为advanced_manufacturing;commercial_space。,远程 edu_school_major + 三层院校表
151,080206,过程装备与控制工程,1,头部/强研究型高校,10067,华东理工大学,56,上海,13,是,advanced_manufacturing;commercial_space,high,头部/强研究型高校中有开设样本；更偏前沿科研、交叉学科和原创技术供给，方向为advanced_manufacturing;commercial_space。,远程 edu_school_major + 三层院校表
151,080206,过程装备与控制工程,1,头部/强研究型高校,10047,大连理工大学(盘锦校区),57,辽宁,13,是,advanced_manufacturing;commercial_space,high,头部/强研究型高校中有开设样本；更偏前沿科研、交叉学科和原创技术供给，方向为advanced_manufacturing;commercial_space。,远程 edu_school_major + 三层院校表
151,080206,过程装备与控制工程,2,区域重点/特色优势高校,10105,燕山大学,133,河北,17,是,advanced_manufacturing;commercial_space,high,区域重点/特色优势高校中有开设样本；更偏工程转化、区域产业链和特色学科建设，方向为advanced_manufacturing;commercial_space。,远程 edu_school_major + 三层院校表
151,080206,过程装备与控制工程,2,区域重点/特色优势高校,10280,武汉工程大学,222,湖北,17,是,advanced_manufacturing;commercial_space,high,区域重点/特色优势高校中有开设样本；更偏工程转化、区域产业链和特色学科建设，方向为advanced_manufacturing;commercial_space。,远程 edu_school_major + 三层院校表
151,080206,过程装备与控制工程,2,区域重点/特色优势高校,10269,青岛科技大学,224,山东,17,是,advanced_manufacturing;commercial_space,high,区域重点/特色优势高校中有开设样本；更偏工程转化、区域产业链和特色学科建设，方向为advanced_manufacturing;commercial_space。,远程 edu_school_major + 三层院校表
151,080206,过程装备与控制工程,2,区域重点/特色优势高校,10369,安徽理工大学,247,安徽,17,是,advanced_manufacturing;commercial_space,high,区域重点/特色优势高校中有开设样本；更偏工程转化、区域产业链和特色学科建设，方向为advanced_manufacturing;commercial_space。,远程 edu_school_major + 三层院校表
151,080206,过程装备与控制工程,2,区域重点/特色优势高校,10400,西安石油大学,254,陕西,17,是,advanced_manufacturing;commercial_space,high,区域重点/特色优势高校中有开设样本；更偏工程转化、区域产业链和特色学科建设，方向为advanced_manufacturing;commercial_space。,远程 edu_school_major + 三层院校表
151,080206,过程装备与控制工程,3,普通应用/职业供给高校,11052,燕山大学里仁学院,,河北,1,是,advanced_manufacturing;commercial_space,high,普通应用/职业供给高校中有开设样本；更偏岗位技能、应用场景落地和产业人才供给，方向为advanced_manufacturing;commercial_space。,远程 edu_school_major + 三层院校表
080207,080207,车辆工程,1,头部/强研究型高校,10003,清华大学,1,北京,18,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080207,080207,车辆工程,1,头部/强研究型高校,10049,北京理工大学,11,北京,18,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080207,080207,车辆工程,1,头部/强研究型高校,10033,同济大学,12,上海,18,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080207,080207,车辆工程,1,头部/强研究型高校,10027,哈尔滨工业大学(威海),25,山东,18,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080207,080207,车辆工程,1,头部/强研究型高校,10045,湖南大学,33,湖南,18,相关,advanced_manufacturing,medium,头部/强研究型高校中有开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080207,080207,车辆工程,2,区域重点/特色优势高校,10105,燕山大学,133,河北,19,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080207,080207,车辆工程,2,区域重点/特色优势高校,10208,长沙理工大学,161,湖南,19,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080207,080207,车辆工程,2,区域重点/特色优势高校,10338,大连交通大学,187,辽宁,19,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080207,080207,车辆工程,2,区域重点/特色优势高校,10350,华东交通大学,207,江西,19,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080207,080207,车辆工程,2,区域重点/特色优势高校,10240,兰州交通大学,217,甘肃,19,相关,advanced_manufacturing,medium,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
080207,080207,车辆工程,3,普通应用/职业供给高校,11070,潍坊科技学院,1000,山东,2,相关,advanced_manufacturing,medium,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
