rysxai_profession_id,major_code,major_name,major_level,category,subject,domain_group,market_demand_count,market_salary_reference,market_demand_signal_level,market_activity_signal_level,job_posting_sample_count,top_industries,top_regions,top_job_directions,top_job_titles,top_skills,market_evidence_summary,tier1_head_research_work_distribution,tier2_regional_feature_work_distribution,tier3_applied_vocational_work_distribution,tier_comparison_summary,inference_confidence,source_scope_note
1540,030622,消防政治工作,本科,法学,公安学类,法学/公共治理,10455,6197,limited,very_high,5,消防政工岗:18；组织人事岗:15；宣传教育岗:13,深圳:14；广州:11；上海:10,人事专员:14；人事主管:6；行政专员/助理:5,高中政治老师:4；高中政治教师:1,坐班:3；线下教育:3；培训机构:2；中学生:1；小班教学（3-25人）:1,全国需求参考 10455（limited），月薪参考 6197；行业Top：消防政工岗:18；组织人事岗:15；宣传教育岗:13；岗位方向Top：人事专员:14；人事主管:6；行政专员/助理:5；地区Top：深圳:14；广州:11；上海:10。,更偏头部律所、金融/科技合规、知识产权、政策研究、公务员和继续深造路径。 结合市场样本，主要对接行业：消防政工岗:18；组织人事岗:15；宣传教育岗:13；常见岗位方向：人事专员:14；人事主管:6；行政专员/助理:5；主要城市/区域：深圳:14；广州:11；上海:10。,更偏区域律所、企业法务、基层公检法、政府/事业单位和合规风控岗位。 结合市场样本，主要对接行业：消防政工岗:18；组织人事岗:15；宣传教育岗:13；常见岗位方向：人事专员:14；人事主管:6；行政专员/助理:5；主要城市/区域：深圳:14；广州:11；上海:10。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏法务助理、合同/行政合规、人事行政、销售合同支持和基层治理服务岗位。 结合市场样本，主要对接行业：消防政工岗:18；组织人事岗:15；宣传教育岗:13；常见岗位方向：人事专员:14；人事主管:6；行政专员/助理:5；主要城市/区域：深圳:14；广州:11；上海:10。,层级差异主要体现在机构层级、客户复杂度、牌照/考试路径和总部岗位机会。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1541,040113,融合教育,本科,教育学,教育学类,教育人文/语言传媒,19787,10511,medium,limited,1,融合教师:18；资源教师:15；特教康复:12,广州:11；深圳:10；上海:10,培训专员/助理/培训师:6；销售代表:6；培训经理/主管:5,线上心理咨询师:1,心理咨询:1；网络咨询医生:1；婚恋家庭:1；学生心理辅导:1；情绪疏导:1,全国需求参考 19787（medium），月薪参考 10511；行业Top：融合教师:18；资源教师:15；特教康复:12；岗位方向Top：培训专员/助理/培训师:6；销售代表:6；培训经理/主管:5；地区Top：广州:11；深圳:10；上海:10。,更偏重点学校、出版传媒、研究生深造、内容策划、国际交流和机关/平台文字岗位。 结合市场样本，主要对接行业：融合教师:18；资源教师:15；特教康复:12；常见岗位方向：培训专员/助理/培训师:6；销售代表:6；培训经理/主管:5；主要城市/区域：广州:11；深圳:10；上海:10。,更偏区域中小学、教培、编辑运营、行政文秘、人力和区域媒体岗位。 结合市场样本，主要对接行业：融合教师:18；资源教师:15；特教康复:12；常见岗位方向：培训专员/助理/培训师:6；销售代表:6；培训经理/主管:5；主要城市/区域：广州:11；深圳:10；上海:10。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏幼教/教辅/培训机构、文员、客服、新媒体执行、门店运营和本地服务岗位。 结合市场样本，主要对接行业：融合教师:18；资源教师:15；特教康复:12；常见岗位方向：培训专员/助理/培训师:6；销售代表:6；培训经理/主管:5；主要城市/区域：广州:11；深圳:10；上海:10。,层级差异主要体现在城市平台、品牌机构、内容/管理岗位层级和本地服务岗位占比。,medium,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1542,070206,量子信息科学,本科,理学,物理学类,数字技术/计算机,5872,7504,limited,very_high,5,量子算法研发:15；量子硬件开发:14；量子软件工程:13,深圳:13；上海:11；广州:9,软件工程师:4；生物工程/生物制药:3；生产计划/物料管理(PMC):2,量子技术经理:1；POCT研发总监（量子点技术方向）:1；量子传感研发:1,量子:1；体外诊断试剂:1；分析仪器:1；系统:1；材料专业:1,全国需求参考 5872（limited），月薪参考 7504；行业Top：量子算法研发:15；量子硬件开发:14；量子软件工程:13；岗位方向Top：软件工程师:4；生物工程/生物制药:3；生产计划/物料管理(PMC):2；地区Top：深圳:13；上海:11；广州:9。,更偏算法、平台研发、后端核心工程、数据/AI工程和产品技术中台；头部平台、金融科技、科研院所或升学后研发岗占优。 结合市场样本，主要对接行业：量子算法研发:15；量子硬件开发:14；量子软件工程:13；常见岗位方向：软件工程师:4；生物工程/生物制药:3；生产计划/物料管理(PMC):2；主要城市/区域：深圳:13；上海:11；广州:9。,更偏企业应用开发、测试、数据分析、政企信息化、系统集成和区域互联网岗位。 结合市场样本，主要对接行业：量子算法研发:15；量子硬件开发:14；量子软件工程:13；常见岗位方向：软件工程师:4；生物工程/生物制药:3；生产计划/物料管理(PMC):2；主要城市/区域：深圳:13；上海:11；广州:9。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏运维、实施、技术支持、测试、电商/信息系统维护、低代码应用和基础开发岗位。 结合市场样本，主要对接行业：量子算法研发:15；量子硬件开发:14；量子软件工程:13；常见岗位方向：软件工程师:4；生物工程/生物制药:3；生产计划/物料管理(PMC):2；主要城市/区域：深圳:13；上海:11；广州:9。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1543,070306,化学测量学与技术,本科,理学,化学类,材料化工/能源安全,14539,6630,medium,very_high,5,实验室检测:18；质量控制:15；分析研发:12,上海:12；广州:11；深圳:10,餐饮服务员:4；人事专员:4；销售代表:3,化学老师:4；高中化学:1,培训机构:4；教师:3；线下教育:3；教育工作经验:2；一对一教学:2,全国需求参考 14539（medium），月薪参考 6630；行业Top：实验室检测:18；质量控制:15；分析研发:12；岗位方向Top：餐饮服务员:4；人事专员:4；销售代表:3；地区Top：上海:12；广州:11；深圳:10。,更偏材料研发、化工研发、能源新材料、核/安全技术、实验平台和研究院岗位。 结合市场样本，主要对接行业：实验室检测:18；质量控制:15；分析研发:12；常见岗位方向：餐饮服务员:4；人事专员:4；销售代表:3；主要城市/区域：上海:12；广州:11；深圳:10。,更偏工艺、质量、EHS、实验室、区域化工/材料企业工程师岗位。 结合市场样本，主要对接行业：实验室检测:18；质量控制:15；分析研发:12；常见岗位方向：餐饮服务员:4；人事专员:4；销售代表:3；主要城市/区域：上海:12；广州:11；深圳:10。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏化验员、质检、生产操作、安全员、设备巡检和现场工艺执行岗位。 结合市场样本，主要对接行业：实验室检测:18；质量控制:15；分析研发:12；常见岗位方向：餐饮服务员:4；人事专员:4；销售代表:3；主要城市/区域：上海:12；广州:11；深圳:10。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1544,070603,气象技术与工程,本科,理学,大气科学类,机械制造/车辆装备,2381,8723,limited,very_high,5,气象观测员:14；天气预报员:13；气象工程师:12,深圳:12；上海:11；广州:11,销售代表:4；实习生:4；餐饮服务员:4,售前技术工程师:1；网络技术工程师:1；机械技术工程师:1,系统集成:2；计算机/通信相关专业:2；售前技术支持:1；有网络工程师经验:1；SQL:1,全国需求参考 2381（limited），月薪参考 8723；行业Top：气象观测员:14；天气预报员:13；气象工程师:12；岗位方向Top：销售代表:4；实习生:4；餐饮服务员:4；地区Top：深圳:12；上海:11；广州:11。,更偏研发设计、仿真、智能制造、新能源汽车/机器人/高端装备研发和工艺平台岗。 结合市场样本，主要对接行业：气象观测员:14；天气预报员:13；气象工程师:12；常见岗位方向：销售代表:4；实习生:4；餐饮服务员:4；主要城市/区域：深圳:12；上海:11；广州:11。,更偏区域制造企业的机械设计、工艺、质量、设备、项目工程和供应链技术岗。 结合市场样本，主要对接行业：气象观测员:14；天气预报员:13；气象工程师:12；常见岗位方向：销售代表:4；实习生:4；餐饮服务员:4；主要城市/区域：深圳:12；上海:11；广州:11。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏设备维护、生产管理、技工、质检、售后服务、车间工艺和现场改善岗位。 结合市场样本，主要对接行业：气象观测员:14；天气预报员:13；气象工程师:12；常见岗位方向：销售代表:4；实习生:4；餐饮服务员:4；主要城市/区域：深圳:12；上海:11；广州:11。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1545,080217,增材制造工程,本科,工学,机械类,机械制造/车辆装备,24057,8145,medium,very_high,5,生产操作员:15；增材设计师:14；工艺工程师:13,上海:12；深圳:11；广州:9,普工/操作工:4；机械工程师:4；产品工艺/制程工程师:3,座椅工程师:1；电子工程师:1；sqe工程师:1,Python:2；内饰:1；座椅:1；域控产品:1；物料供应商:1,全国需求参考 24057（medium），月薪参考 8145；行业Top：生产操作员:15；增材设计师:14；工艺工程师:13；岗位方向Top：普工/操作工:4；机械工程师:4；产品工艺/制程工程师:3；地区Top：上海:12；深圳:11；广州:9。,更偏研发设计、仿真、智能制造、新能源汽车/机器人/高端装备研发和工艺平台岗。 结合市场样本，主要对接行业：生产操作员:15；增材设计师:14；工艺工程师:13；常见岗位方向：普工/操作工:4；机械工程师:4；产品工艺/制程工程师:3；主要城市/区域：上海:12；深圳:11；广州:9。,更偏区域制造企业的机械设计、工艺、质量、设备、项目工程和供应链技术岗。 结合市场样本，主要对接行业：生产操作员:15；增材设计师:14；工艺工程师:13；常见岗位方向：普工/操作工:4；机械工程师:4；产品工艺/制程工程师:3；主要城市/区域：上海:12；深圳:11；广州:9。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏设备维护、生产管理、技工、质检、售后服务、车间工艺和现场改善岗位。 结合市场样本，主要对接行业：生产操作员:15；增材设计师:14；工艺工程师:13；常见岗位方向：普工/操作工:4；机械工程师:4；产品工艺/制程工程师:3；主要城市/区域：上海:12；深圳:11；广州:9。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1546,080218,智能交互设计,本科,工学,机械类,机械制造/车辆装备,45675,10218,medium,very_high,5,交互设计师:18；UI设计师:15；UX研究员:12,上海:13；深圳:13；广州:11,产品经理/主管:4；机械工程师:3；普工/操作工:3,交互设计作品集辅导导师（北京）:1；机器人-高级交互设计工程师（UE）:1；交互设计辅导老师（可兼职））:1,交互设计:2；PS:2；UX:1；UI:1；人机交互:1,全国需求参考 45675（medium），月薪参考 10218；行业Top：交互设计师:18；UI设计师:15；UX研究员:12；岗位方向Top：产品经理/主管:4；机械工程师:3；普工/操作工:3；地区Top：上海:13；深圳:13；广州:11。,更偏研发设计、仿真、智能制造、新能源汽车/机器人/高端装备研发和工艺平台岗。 结合市场样本，主要对接行业：交互设计师:18；UI设计师:15；UX研究员:12；常见岗位方向：产品经理/主管:4；机械工程师:3；普工/操作工:3；主要城市/区域：上海:13；深圳:13；广州:11。,更偏区域制造企业的机械设计、工艺、质量、设备、项目工程和供应链技术岗。 结合市场样本，主要对接行业：交互设计师:18；UI设计师:15；UX研究员:12；常见岗位方向：产品经理/主管:4；机械工程师:3；普工/操作工:3；主要城市/区域：上海:13；深圳:13；广州:11。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏设备维护、生产管理、技工、质检、售后服务、车间工艺和现场改善岗位。 结合市场样本，主要对接行业：交互设计师:18；UI设计师:15；UX研究员:12；常见岗位方向：产品经理/主管:4；机械工程师:3；普工/操作工:3；主要城市/区域：上海:13；深圳:13；广州:11。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1547,080219,应急装备技术与工程,本科,工学,机械类,机械制造/车辆装备,67632,7812,high,very_high,5,应急装备研发:15；装备生产制造:14；装备检测认证:13,深圳:11；上海:11；广州:10,销售代表:3；普工/操作工:3；机械工程师:3,工程技术部部长:1；技术支持工程师:1；网络技术工程师:1,微组装 打线机 贴片机:1；网络协议:1；网络交换技术:1；负载均衡技术:1；网络安全:1,全国需求参考 67632（high），月薪参考 7812；行业Top：应急装备研发:15；装备生产制造:14；装备检测认证:13；岗位方向Top：销售代表:3；普工/操作工:3；机械工程师:3；地区Top：深圳:11；上海:11；广州:10。,更偏研发设计、仿真、智能制造、新能源汽车/机器人/高端装备研发和工艺平台岗。 结合市场样本，主要对接行业：应急装备研发:15；装备生产制造:14；装备检测认证:13；常见岗位方向：销售代表:3；普工/操作工:3；机械工程师:3；主要城市/区域：深圳:11；上海:11；广州:10。,更偏区域制造企业的机械设计、工艺、质量、设备、项目工程和供应链技术岗。 结合市场样本，主要对接行业：应急装备研发:15；装备生产制造:14；装备检测认证:13；常见岗位方向：销售代表:3；普工/操作工:3；机械工程师:3；主要城市/区域：深圳:11；上海:11；广州:10。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏设备维护、生产管理、技工、质检、售后服务、车间工艺和现场改善岗位。 结合市场样本，主要对接行业：应急装备研发:15；装备生产制造:14；装备检测认证:13；常见岗位方向：销售代表:3；普工/操作工:3；机械工程师:3；主要城市/区域：深圳:11；上海:11；广州:10。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1548,080505,能源服务工程,本科,工学,能源动力类,电子信息/电气自动化,158723,7327,very_high,very_high,5,能源管理:15；能效评估:13；新能源应用:12,深圳:16；上海:13；广州:12,电商运营:4；产品经理/主管:4；新媒体运营:3,新能源算法工程师:1；硬件工程师（新能源）:1；测试工程师（新能源）:1,嵌入式测试:2；机器学习:1；气象算法:1；深度学习:1；大模型算法:1,全国需求参考 158723（very_high），月薪参考 7327；行业Top：能源管理:15；能效评估:13；新能源应用:12；岗位方向Top：电商运营:4；产品经理/主管:4；新媒体运营:3；地区Top：深圳:16；上海:13；广州:12。,更偏芯片/通信/电力电子/自动控制研发、能源系统设计和高端装备技术岗。 结合市场样本，主要对接行业：能源管理:15；能效评估:13；新能源应用:12；常见岗位方向：电商运营:4；产品经理/主管:4；新媒体运营:3；主要城市/区域：深圳:16；上海:13；广州:12。,更偏电气工程师、自动化项目、PLC/嵌入式、区域电力设备和制造企业工程岗。 结合市场样本，主要对接行业：能源管理:15；能效评估:13；新能源应用:12；常见岗位方向：电商运营:4；产品经理/主管:4；新媒体运营:3；主要城市/区域：深圳:16；上海:13；广州:12。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏设备调试、维修维护、售后技术支持、产线自动化、质检和现场工程岗位。 结合市场样本，主要对接行业：能源管理:15；能效评估:13；新能源应用:12；常见岗位方向：电商运营:4；产品经理/主管:4；新媒体运营:3；主要城市/区域：深圳:16；上海:13；广州:12。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1549,080607,能源互联网工程,本科,工学,电气类,电子信息/电气自动化,159104,9106,very_high,very_high,5,电力系统设计:15；新能源运维:14；智能电网调试:13,上海:13；深圳:10；广州:8,电气工程师/技术员:5；工程/设备工程师:4；销售代表:3,能源工程师:1；新能源并网仿真测试工程师:1；解决方案工程师（新能源）:1,新能源:2；机械设备/机电/重工:1；环境工程:1；能源管理:1；环保技术员:1,全国需求参考 159104（very_high），月薪参考 9106；行业Top：电力系统设计:15；新能源运维:14；智能电网调试:13；岗位方向Top：电气工程师/技术员:5；工程/设备工程师:4；销售代表:3；地区Top：上海:13；深圳:10；广州:8。,更偏芯片/通信/电力电子/自动控制研发、能源系统设计和高端装备技术岗。 结合市场样本，主要对接行业：电力系统设计:15；新能源运维:14；智能电网调试:13；常见岗位方向：电气工程师/技术员:5；工程/设备工程师:4；销售代表:3；主要城市/区域：上海:13；深圳:10；广州:8。,更偏电气工程师、自动化项目、PLC/嵌入式、区域电力设备和制造企业工程岗。 结合市场样本，主要对接行业：电力系统设计:15；新能源运维:14；智能电网调试:13；常见岗位方向：电气工程师/技术员:5；工程/设备工程师:4；销售代表:3；主要城市/区域：上海:13；深圳:10；广州:8。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏设备调试、维修维护、售后技术支持、产线自动化、质检和现场工程岗位。 结合市场样本，主要对接行业：电力系统设计:15；新能源运维:14；智能电网调试:13；常见岗位方向：电气工程师/技术员:5；工程/设备工程师:4；销售代表:3；主要城市/区域：上海:13；深圳:10；广州:8。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1550,080719,柔性电子学,本科,工学,电子信息类,电子信息/电气自动化,26199,8130,medium,very_high,5,柔性器件研发:16；柔性材料开发:15；柔性制造工艺:12,深圳:13；上海:11；广州:11,普工/操作工:5；工程/设备工程师:4；销售代表:3,柔性电子材料学:1；柔性电子研发工程师:1；柔性产品工程师:1,要求光伏设计经验:1；无装机量要求:1；无光伏设计类型要求:1；光伏结构设计经验:1；光伏电气设计经验:1,全国需求参考 26199（medium），月薪参考 8130；行业Top：柔性器件研发:16；柔性材料开发:15；柔性制造工艺:12；岗位方向Top：普工/操作工:5；工程/设备工程师:4；销售代表:3；地区Top：深圳:13；上海:11；广州:11。,更偏芯片/通信/电力电子/自动控制研发、能源系统设计和高端装备技术岗。 结合市场样本，主要对接行业：柔性器件研发:16；柔性材料开发:15；柔性制造工艺:12；常见岗位方向：普工/操作工:5；工程/设备工程师:4；销售代表:3；主要城市/区域：深圳:13；上海:11；广州:11。,更偏电气工程师、自动化项目、PLC/嵌入式、区域电力设备和制造企业工程岗。 结合市场样本，主要对接行业：柔性器件研发:16；柔性材料开发:15；柔性制造工艺:12；常见岗位方向：普工/操作工:5；工程/设备工程师:4；销售代表:3；主要城市/区域：深圳:13；上海:11；广州:11。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏设备调试、维修维护、售后技术支持、产线自动化、质检和现场工程岗位。 结合市场样本，主要对接行业：柔性器件研发:16；柔性材料开发:15；柔性制造工艺:12；常见岗位方向：普工/操作工:5；工程/设备工程师:4；销售代表:3；主要城市/区域：深圳:13；上海:11；广州:11。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1551,080720,智能测控工程,本科,工学,电子信息类,电子信息/电气自动化,7250,7886,limited,very_high,5,测控工程师:15；传感器研发:13；自动化调试:12,深圳:14；上海:12；广州:11,产品经理/主管:6；普工/操作工:5；生产计划/物料管理(PMC):2,人工智能数据工程师:1；智能门锁结构工程师:1；人工智能算法工程师:1,Python:4；数学/统计相关专业:2；Java:1；PostgreSQL原理/源码:1；要求数据开发经验:1,全国需求参考 7250（limited），月薪参考 7886；行业Top：测控工程师:15；传感器研发:13；自动化调试:12；岗位方向Top：产品经理/主管:6；普工/操作工:5；生产计划/物料管理(PMC):2；地区Top：深圳:14；上海:12；广州:11。,更偏芯片/通信/电力电子/自动控制研发、能源系统设计和高端装备技术岗。 结合市场样本，主要对接行业：测控工程师:15；传感器研发:13；自动化调试:12；常见岗位方向：产品经理/主管:6；普工/操作工:5；生产计划/物料管理(PMC):2；主要城市/区域：深圳:14；上海:12；广州:11。,更偏电气工程师、自动化项目、PLC/嵌入式、区域电力设备和制造企业工程岗。 结合市场样本，主要对接行业：测控工程师:15；传感器研发:13；自动化调试:12；常见岗位方向：产品经理/主管:6；普工/操作工:5；生产计划/物料管理(PMC):2；主要城市/区域：深圳:14；上海:12；广州:11。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏设备调试、维修维护、售后技术支持、产线自动化、质检和现场工程岗位。 结合市场样本，主要对接行业：测控工程师:15；传感器研发:13；自动化调试:12；常见岗位方向：产品经理/主管:6；普工/操作工:5；生产计划/物料管理(PMC):2；主要城市/区域：深圳:14；上海:12；广州:11。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1552,080808,智能工程与创意设计,本科,工学,自动化类,电子信息/电气自动化,26443,7553,medium,very_high,5,产品设计:14；交互设计:13；UI设计:12,深圳:14；上海:11；广州:11,产品经理/主管:5；普工/操作工:3；销售代表:3,弱电智能化设计工程师:1；机械设计工程师（物流分拣/智能仓储）:1；智能化设计工程师:1,AutoCAD:2；CAD:1；有机械工程师经验:1；SolidWorks:1；ANSYS:1,全国需求参考 26443（medium），月薪参考 7553；行业Top：产品设计:14；交互设计:13；UI设计:12；岗位方向Top：产品经理/主管:5；普工/操作工:3；销售代表:3；地区Top：深圳:14；上海:11；广州:11。,更偏芯片/通信/电力电子/自动控制研发、能源系统设计和高端装备技术岗。 结合市场样本，主要对接行业：产品设计:14；交互设计:13；UI设计:12；常见岗位方向：产品经理/主管:5；普工/操作工:3；销售代表:3；主要城市/区域：深圳:14；上海:11；广州:11。,更偏电气工程师、自动化项目、PLC/嵌入式、区域电力设备和制造企业工程岗。 结合市场样本，主要对接行业：产品设计:14；交互设计:13；UI设计:12；常见岗位方向：产品经理/主管:5；普工/操作工:3；销售代表:3；主要城市/区域：深圳:14；上海:11；广州:11。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏设备调试、维修维护、售后技术支持、产线自动化、质检和现场工程岗位。 结合市场样本，主要对接行业：产品设计:14；交互设计:13；UI设计:12；常见岗位方向：产品经理/主管:5；普工/操作工:3；销售代表:3；主要城市/区域：深圳:14；上海:11；广州:11。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1553,080918,密码科学与技术,本科,工学,计算机类,数字技术/计算机,4658,8299,limited,very_high,5,密码算法工程师:15；安全研发工程师:13；网络安全工程师:12,深圳:13；广州:12；上海:12,新媒体运营:3；销售代表:3；软件工程师:3,科学计算技术工程师（实习生）:1；发酵SME (技术经理/科学家):1；科学技术总监合伙人:1,C/C++:1；C#:1；Linux:1；医药生产:1；临床研究:1,全国需求参考 4658（limited），月薪参考 8299；行业Top：密码算法工程师:15；安全研发工程师:13；网络安全工程师:12；岗位方向Top：新媒体运营:3；销售代表:3；软件工程师:3；地区Top：深圳:13；广州:12；上海:12。,更偏算法、平台研发、后端核心工程、数据/AI工程和产品技术中台；头部平台、金融科技、科研院所或升学后研发岗占优。 结合市场样本，主要对接行业：密码算法工程师:15；安全研发工程师:13；网络安全工程师:12；常见岗位方向：新媒体运营:3；销售代表:3；软件工程师:3；主要城市/区域：深圳:13；广州:12；上海:12。,更偏企业应用开发、测试、数据分析、政企信息化、系统集成和区域互联网岗位。 结合市场样本，主要对接行业：密码算法工程师:15；安全研发工程师:13；网络安全工程师:12；常见岗位方向：新媒体运营:3；销售代表:3；软件工程师:3；主要城市/区域：深圳:13；广州:12；上海:12。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏运维、实施、技术支持、测试、电商/信息系统维护、低代码应用和基础开发岗位。 结合市场样本，主要对接行业：密码算法工程师:15；安全研发工程师:13；网络安全工程师:12；常见岗位方向：新媒体运营:3；销售代表:3；软件工程师:3；主要城市/区域：深圳:13；广州:12；上海:12。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1554,081011,城市水系统工程,本科,工学,土木类,土建交通/工程建设,48583,10033,high,very_high,5,水厂运营:12；管网设计:11；水处理设计:10,深圳:12；上海:11；广州:10,销售代表:4；电气工程师/技术员:3；实习生:2,系统工程师:5,汽车电子系统开发经验:1；L2/L3智能驾驶功能开发经验:1；Tier1工作经验:1；代码规范:1；Git 工作流:1,全国需求参考 48583（high），月薪参考 10033；行业Top：水厂运营:12；管网设计:11；水处理设计:10；岗位方向Top：销售代表:4；电气工程师/技术员:3；实习生:2；地区Top：深圳:12；上海:11；广州:10。,更偏规划设计院、大型央国企、工程咨询、BIM/数字建造和复杂项目管理岗位。 结合市场样本，主要对接行业：水厂运营:12；管网设计:11；水处理设计:10；常见岗位方向：销售代表:4；电气工程师/技术员:3；实习生:2；主要城市/区域：深圳:12；上海:11；广州:10。,更偏区域设计施工、项目管理、造价、监理、市政交通和工程技术岗位。 结合市场样本，主要对接行业：水厂运营:12；管网设计:11；水处理设计:10；常见岗位方向：销售代表:4；电气工程师/技术员:3；实习生:2；主要城市/区域：深圳:12；上海:11；广州:10。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏施工员、资料员、测量员、现场管理、物业工程和基层运维岗位。 结合市场样本，主要对接行业：水厂运营:12；管网设计:11；水处理设计:10；常见岗位方向：销售代表:4；电气工程师/技术员:3；实习生:2；主要城市/区域：深圳:12；上海:11；广州:10。,层级差异主要体现在平台、城市、岗位复杂度和本地就业半径。,medium-high,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
1555,081507,智能采矿工程,本科,工学,矿业类,材料化工/能源安全,379,8358,limited,very_high,5,智能采矿设计:12；矿山自动运维:13；矿用AI开发:11,深圳:14；广州:12；上海:10,机械工程师:8；普工/操作工:6；人事专员:5,人工智能工程师:2；智能底盘工程师:1；森麒麟轮胎招聘物流/仓储项目经理:1,软件开发经验:1；Simulink:1；CANape:1；CANoe:1；主机厂:1,全国需求参考 379（limited），月薪参考 8358；行业Top：智能采矿设计:12；矿山自动运维:13；矿用AI开发:11；岗位方向Top：机械工程师:8；普工/操作工:6；人事专员:5；地区Top：深圳:14；广州:12；上海:10。,更偏材料研发、化工研发、能源新材料、核/安全技术、实验平台和研究院岗位。 结合市场样本，主要对接行业：智能采矿设计:12；矿山自动运维:13；矿用AI开发:11；常见岗位方向：机械工程师:8；普工/操作工:6；人事专员:5；主要城市/区域：深圳:14；广州:12；上海:10。,更偏工艺、质量、EHS、实验室、区域化工/材料企业工程师岗位。 结合市场样本，主要对接行业：智能采矿设计:12；矿山自动运维:13；矿用AI开发:11；常见岗位方向：机械工程师:8；普工/操作工:6；人事专员:5；主要城市/区域：深圳:14；广州:12；上海:10。,普通本科场景下，岗位层级通常介于区域骨干与基层执行之间；更偏化验员、质检、生产操作、安全员、设备巡检和现场工艺执行岗位。 结合市场样本，主要对接行业：智能采矿设计:12；矿山自动运维:13；矿用AI开发:11；常见岗位方向：机械工程师:8；普工/操作工:6；人事专员:5；主要城市/区域：深圳:14；广州:12；上海:10。,层级差异主要体现在研发深度、项目复杂度和进入头部企业/央国企/研究院的概率。,medium,Source level C: RYSXAI third-party market observation and recruiting samples; not official school-major graduate outcome evidence.
